step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
754,54444672,48256,0.007719646153169063,0.875,0.875,,,,,,,,,
755,54520000,48320,0.009113281186403121,0.859375,0.859375,,,,,,,,,
756,54618880,48384,0.006686722843884413,0.734375,0.734375,,,,,,,,,
757,54688576,48448,0.007945471611667239,0.796875,0.796875,,,,,,,,,
758,54762368,48512,0.010302871992376412,0.796875,0.796875,,,,,,,,,
759,54805440,48576,0.011583922527509333,0.90625,0.90625,,,,,,,,,
760,54890496,48640,0.00805347042478167,0.859375,0.859375,,,,0.9459999799728394,0.9125,0.9903100775193798,0.9919017073483247,0.9891432771082431,0.949814126394052
761,54973504,48704,0.007751138522313972,0.8125,0.8125,0.008723503067792663,0.9375,0.9375,,,,,,
762,55046272,48768,0.007862495538998975,0.890625,0.890625,,,,,,,,,
763,55129792,48832,0.007599832029484679,0.84375,0.84375,,,,,,,,,
764,55194368,48896,0.008833256729638788,0.890625,0.890625,,,,,,,,,
765,55257408,48960,0.008304888329876439,0.90625,0.90625,,,,,,,,,
766,55332736,49024,0.008136936994869847,0.875,0.875,,,,,,,,,
767,55414208,49088,0.007851889661378703,0.921875,0.921875,,,,,,,,,
768,55480320,49152,0.0089648593227371,0.8125,0.8125,,,,,,,,,
769,55531072,49216,0.010992485336742063,0.78125,0.78125,0.006927322789402572,0.96875,0.96875,,,,,,
770,55594112,49280,0.00873910521914487,0.90625,0.90625,,,,,,,,,
771,55662784,49344,0.007837079767248976,0.84375,0.84375,,,,,,,,,
772,55728896,49408,0.009471748516140433,0.890625,0.890625,,,,,,,,,
773,55811392,49472,0.007806564431707376,0.8125,0.8125,,,,,,,,,
774,55869312,49536,0.009768128035954435,0.859375,0.859375,,,,,,,,,
775,55960000,49600,0.0072525503661650306,0.8125,0.8125,,,,,,,,,
776,56030208,49664,0.007557420820521119,0.84375,0.84375,,,,,,,,,
777,56109632,49728,0.007607606575668293,0.90625,0.90625,0.008385826313441001,0.953125,0.953125,,,,,,
778,56158336,49792,0.010850847680217176,0.859375,0.859375,,,,,,,,,
779,56213184,49856,0.009365432301946669,0.796875,0.796875,,,,,,,,,
780,56275712,49920,0.008981325677316878,0.953125,0.953125,,,,,,,,,
781,56343360,49984,0.009543720146882534,0.828125,0.828125,,,,,,,,,
782,56426880,50048,0.009385891724938358,0.859375,0.859375,,,,,,,,,
783,56511936,50112,0.008233785381147005,0.890625,0.890625,,,,,,,,,
784,56577024,50176,0.009740379165026155,0.921875,0.921875,,,,,,,,,
785,56653888,50240,0.008128006814401834,0.8125,0.8125,0.009716621843005117,0.96875,0.96875,,,,,,
786,56715904,50304,0.009112220737910199,0.859375,0.859375,,,,,,,,,
787,56797376,50368,0.006699054219522762,0.78125,0.78125,,,,,,,,,
788,56874240,50432,0.009579590116624747,0.8125,0.8125,,,,,,,,,
789,56961344,50496,0.007841807698705124,0.890625,0.890625,,,,,,,,,
790,57019776,50560,0.01034018226618689,0.890625,0.890625,,,,,,,,,
791,57098688,50624,0.008713804392913962,0.875,0.875,,,,,,,,,
792,57141760,50688,0.012205183451553884,0.890625,0.890625,,,,,,,,,
793,57243200,50752,0.00654811458683997,0.859375,0.859375,0.009048953915308189,0.953125,0.953125,,,,,,
794,57316992,50816,0.007514301932483086,0.90625,0.90625,,,,,,,,,
795,57389760,50880,0.009281390401767823,0.828125,0.828125,,,,,,,,,
796,57479936,50944,0.007666953235527321,0.8125,0.8125,,,,,,,,,
797,57556288,51008,0.008417894029757933,0.84375,0.84375,,,,,,,,,
798,57620352,51072,0.010177624650569527,0.828125,0.828125,,,,,,,,,
799,57735104,51136,0.0056117950483703825,0.84375,0.84375,,,,,,,,,
800,57818624,51200,0.00818506356694221,0.90625,0.90625,,,,,,,,,
801,57900096,51264,0.008319947010372421,0.921875,0.921875,0.012059457584743761,0.96875,0.96875,,,,,,
802,57986688,51328,0.007523504572226927,0.84375,0.84375,,,,,,,,,
803,58038976,51392,0.01128478664382382,0.828125,0.828125,,,,,,,,,
804,58108672,51456,0.009245643161930139,0.859375,0.859375,,,,,,,,,
805,58181440,51520,0.008929732936737952,0.8125,0.8125,,,,,,,,,
806,58251136,51584,0.008743294116465454,0.828125,0.828125,,,,,,,,,
807,58337728,51648,0.0072441498580852436,0.9375,0.9375,,,,,,,,,
808,58412544,51712,0.00873232575316448,0.875,0.875,,,,,,,,,
809,58496064,51776,0.007642926927248952,0.796875,0.796875,0.006393198924104131,1.0,1.0,,,,,,
810,58565248,51840,0.009551089662823446,0.90625,0.90625,,,,,,,,,
811,58643136,51904,0.007263795785293444,0.75,0.75,,,,,,,,,
812,58714368,51968,0.00807493999616135,0.875,0.875,,,,,,,,,
813,58766144,52032,0.012069187717395702,0.921875,0.921875,,,,,,,,,
814,58825600,52096,0.011001506479452194,0.765625,0.765625,,,,,,,,,
815,58888640,52160,0.008706824546105383,0.859375,0.859375,,,,,,,,,
816,58962432,52224,0.008082126264820133,0.875,0.875,,,,,,,,,
817,59023424,52288,0.009898905722376183,0.859375,0.859375,0.008629550961804651,1.0,1.0,,,,,,
818,59097728,52352,0.008401997730025779,0.890625,0.890625,,,,,,,,,
819,59178176,52416,0.006439368930667094,0.890625,0.890625,,,,,,,,,
820,59229952,52480,0.011085964596602382,0.78125,0.78125,,,,,,,,,
821,59308352,52544,0.007456883839950358,0.890625,0.890625,,,,,,,,,
822,59374464,52608,0.008842840445212297,0.921875,0.921875,,,,,,,,,
823,59442624,52672,0.010280791662628956,0.8125,0.8125,,,,,,,,,
824,59533824,52736,0.007358915345298482,0.890625,0.890625,,,,,,,,,
825,59610176,52800,0.008246056926549221,0.9375,0.9375,0.005910047737613108,1.0,1.0,,,,,,
826,59684992,52864,0.008040553666610542,0.875,0.875,,,,,,,,,
827,59751104,52928,0.008491231494720988,0.875,0.875,,,,,,,,,
828,59797248,52992,0.011030147819612934,0.921875,0.921875,,,,,,,,,
829,59855168,53056,0.009398118757412468,0.875,0.875,,,,,,,,,
830,59920768,53120,0.009755000613555269,0.875,0.875,,,,,,,,,
831,59995584,53184,0.007785334625370418,0.890625,0.890625,,,,,,,,,
832,60110336,53248,0.005681037480481149,0.75,0.75,,,,,,,,,
833,60175936,53312,0.008950777207806026,0.90625,0.90625,0.009538082537476792,0.9375,0.9375,,,,,,
834,60250752,53376,0.008939748049947035,0.84375,0.84375,,,,,,,,,
835,60309696,53440,0.009982528284654986,0.8125,0.8125,,,,,,,,,
836,60388608,53504,0.008229375896473028,0.828125,0.828125,,,,,,,,,
837,60450624,53568,0.009415325315310245,0.84375,0.84375,,,,,,,,,
838,60512128,53632,0.009003841993608696,0.84375,0.84375,,,,,,,,,
839,60585408,53696,0.0074426439818160006,0.859375,0.859375,,,,,,,,,
840,60665856,53760,0.007194497358111457,0.875,0.875,,,,,,,,,
841,60742208,53824,0.0072488199893385626,0.9375,0.9375,0.005658327222339426,0.9375,0.9375,,,,,,
842,60803712,53888,0.008524701607645851,0.890625,0.890625,,,,,,,,,
843,60859072,53952,0.010772996701562995,0.859375,0.859375,,,,,,,,,
844,60934400,54016,0.00801124371765012,0.78125,0.78125,,,,,,,,,
845,61015360,54080,0.007754379310029921,0.875,0.875,,,,,,,,,
846,61093760,54144,0.007977184261801527,0.875,0.875,,,,,,,,,
847,61176768,54208,0.008085808086028705,0.84375,0.84375,,,,,,,,,
848,61274624,54272,0.006793967645728294,0.8125,0.8125,,,,,,,,,
849,61350464,54336,0.008533317246019939,0.8125,0.8125,0.009297449455842152,0.96875,0.96875,,,,,,
850,61404800,54400,0.010158296423699155,0.84375,0.84375,,,,,,,,,
851,61474496,54464,0.008944610987241993,0.734375,0.734375,,,,,,,,,
852,61568768,54528,0.00675925616169127,0.859375,0.859375,,,,,,,,,
853,61646144,54592,0.00823401681229491,0.84375,0.84375,,,,,,,,,
854,61700480,54656,0.0114447573406215,0.890625,0.890625,,,,,,,,,
855,61775296,54720,0.008723089796799753,0.796875,0.796875,,,,,,,,,
856,61859840,54784,0.006902418983851621,0.890625,0.890625,,,,,,,,,
857,61945920,54848,0.007101354284669168,0.875,0.875,0.008804701612270075,0.953125,0.953125,,,,,,
858,62043776,54912,0.006540234683605046,0.90625,0.90625,,,,,,,,,
859,62127296,54976,0.00738269071602365,0.84375,0.84375,,,,,,,,,
860,62190848,55040,0.009236449492778357,0.875,0.875,,,,,,,,,
861,62275904,55104,0.006756417636845558,0.875,0.875,,,,,,,,,
862,62350208,55168,0.008781236791176587,0.90625,0.90625,,,,,,,,,
863,62425536,55232,0.008658854624789668,0.859375,0.859375,,,,,,,,,
864,62501376,55296,0.00881360433486444,0.84375,0.84375,,,,,,,,,
865,62572608,55360,0.007843179745594933,0.90625,0.90625,0.009113031796589044,0.9375,0.9375,,,,,,
866,62655104,55424,0.007840653552458068,0.859375,0.859375,,,,,,,,,
867,62723776,55488,0.00783809635196431,0.921875,0.921875,,,,,,,,,
868,62810880,55552,0.007199282517931304,0.796875,0.796875,,,,,,,,,
869,62881600,55616,0.007236702568624663,0.890625,0.890625,,,,,,,,,
870,62988160,55680,0.006175496984524617,0.90625,0.90625,,,,,,,,,
871,63071680,55744,0.008050510652791268,0.890625,0.890625,,,,,,,,,
872,63156736,55808,0.006779160122268454,0.875,0.875,,,,,,,,,
873,63233600,55872,0.008294409850342997,0.90625,0.90625,0.008244654516367517,0.96875,0.96875,,,,,,
874,63313536,55936,0.007219212055876338,0.859375,0.859375,,,,,,,,,
875,63375040,56000,0.009389126358041455,0.71875,0.71875,,,,,,,,,
876,63438080,56064,0.008844928947904028,0.828125,0.828125,,,,,,,,,
877,63518528,56128,0.0067957749965766884,0.84375,0.84375,,,,,,,,,
878,63577472,56192,0.009489061656996997,0.921875,0.921875,,,,,,,,,
879,63640512,56256,0.00962151827334657,0.78125,0.78125,,,,,,,,,
880,63721472,56320,0.006843762121041388,0.890625,0.890625,,,,,,,,,
881,63788608,56384,0.009504090481201082,0.859375,0.859375,0.007506960293368148,1.0,1.0,,,,,,
882,63864448,56448,0.008311643577297962,0.8125,0.8125,,,,,,,,,
883,63936704,56512,0.007647350993493431,0.859375,0.859375,,,,,,,,,
884,64007936,56576,0.0080738284510095,0.859375,0.859375,,,,,,,,,
885,64056640,56640,0.010783169260834283,0.859375,0.859375,,,,,,,,,
886,64160128,56704,0.006272575833186711,0.890625,0.890625,,,,,,,,,
887,64246208,56768,0.007799759653367541,0.890625,0.890625,,,,,,,,,
888,64334336,56832,0.007045856130802957,0.84375,0.84375,,,,,,,,,
889,64384576,56896,0.011808510082871692,0.96875,0.96875,0.006673380321356337,0.921875,0.921875,,,,,,
890,64470144,56960,0.0068967610195924825,0.796875,0.796875,,,,,,,,,
891,64549568,57024,0.008603815034767493,0.90625,0.90625,,,,,,,,,
892,64623360,57088,0.009296515184997566,0.875,0.875,,,,,,,,,
893,64707392,57152,0.00879751583875154,0.890625,0.890625,,,,,,,,,
894,64785792,57216,0.007628416654309234,0.78125,0.78125,,,,,,,,,
895,64840640,57280,0.010799209213309124,0.859375,0.859375,,,,,,,,,
896,64914432,57344,0.00869628218782177,0.90625,0.90625,,,,,,,,,
897,64981056,57408,0.0089378630192139,0.828125,0.828125,0.0109117880429642,0.953125,0.953125,,,,,,
898,65064576,57472,0.007573608358890107,0.875,0.875,,,,,,,,,
899,65136320,57536,0.008129433859794095,0.859375,0.859375,,,,,,,,,
900,65227520,57600,0.007193616391878008,0.875,0.875,,,,,,,,,
901,65307968,57664,0.007652179141231036,0.875,0.875,,,,,,,,,
902,65385344,57728,0.008850082024454064,0.859375,0.859375,,,,,,,,,
903,65435072,57792,0.010113321892847199,0.890625,0.890625,,,,,,,,,
904,65510912,57856,0.007910204872271618,0.890625,0.890625,,,,,,,,,
905,65585728,57920,0.007950378162925374,0.859375,0.859375,0.009410316742506603,0.96875,0.96875,,,,,,
906,65632384,57984,0.011693319146612466,0.921875,0.921875,,,,,,,,,
907,65705664,58048,0.008040517558896239,0.84375,0.84375,,,,,,,,,
908,65773312,58112,0.008826479371490122,0.8125,0.8125,,,,,,,,,
909,65851712,58176,0.008362490119598876,0.8125,0.8125,,,,,,,,,
910,65917824,58240,0.008291697566540548,0.90625,0.90625,,,,,,,,,
911,65961408,58304,0.013337003536199167,0.84375,0.84375,,,,,,,,,
912,66005504,58368,0.011779159313329951,0.84375,0.84375,,,,,,,,,
913,66090048,58432,0.007424481293804395,0.875,0.875,0.009112227319665493,0.984375,0.984375,,,,,,
914,66137216,58496,0.010250678295722283,0.796875,0.796875,,,,,,,,,
915,66199744,58560,0.009506892293242029,0.84375,0.84375,,,,,,,,,
916,66270464,58624,0.008459516002319202,0.859375,0.859375,,,,,,,,,
917,66343232,58688,0.00854749924061816,0.90625,0.90625,,,,,,,,,
918,66405760,58752,0.009002112670840267,0.828125,0.828125,,,,,,,,,
919,66479552,58816,0.008615163400897984,0.828125,0.828125,,,,,,,,,
920,66561024,58880,0.007359223839248665,0.890625,0.890625,,,,,,,,,
921,66613824,58944,0.011617610411575878,0.890625,0.890625,0.00821439670022172,0.984375,0.984375,,,,,,
922,66703488,59008,0.006544792808791414,0.90625,0.90625,,,,,,,,,
923,66789568,59072,0.006693075854538845,0.859375,0.859375,,,,,,,,,
924,66874112,59136,0.007424888585878463,0.921875,0.921875,,,,,,,,,
925,66938176,59200,0.009396034114003126,0.765625,0.765625,,,,,,,,,
926,66996096,59264,0.009402306814566979,0.859375,0.859375,,,,,,,,,
927,67064768,59328,0.008539586010062388,0.8125,0.8125,,,,,,,,,
928,67116544,59392,0.00904101498757506,0.84375,0.84375,,,,,,,,,
929,67191360,59456,0.0075319386894593795,0.859375,0.859375,0.008308772436584731,0.9375,0.9375,,,,,,
930,67272832,59520,0.008154456013123118,0.71875,0.71875,,,,,,,,,
931,67351744,59584,0.007709887837316466,0.9375,0.9375,,,,,,,,,
932,67419392,59648,0.008362783013035602,0.859375,0.859375,,,,,,,,,
933,67495744,59712,0.008682170210568059,0.78125,0.78125,,,,,,,,,
934,67545984,59776,0.010210687853985925,0.8125,0.8125,,,,,,,,,
935,67623872,59840,0.008646178630722904,0.84375,0.84375,,,,,,,,,
936,67696128,59904,0.008173705735228947,0.796875,0.796875,,,,,,,,,
937,67749952,59968,0.010125197240333665,0.890625,0.890625,0.006171068015778035,0.953125,0.953125,,,,,,
938,67836544,60032,0.0073649110322362155,0.875,0.875,,,,,,,,,
939,67900608,60096,0.00979992382786897,0.859375,0.859375,,,,,,,,,
940,67975424,60160,0.008664260312853915,0.84375,0.84375,,,,,,,,,
941,68026176,60224,0.010430650825285787,0.875,0.875,,,,,,,,,
942,68084608,60288,0.009785810426880134,0.875,0.875,,,,,,,,,
943,68153280,60352,0.010182742548404166,0.890625,0.890625,,,,,,,,,
944,68242432,60416,0.0063069332654400595,0.875,0.875,,,,,,,,,
945,68289088,60480,0.010708006225692809,0.859375,0.859375,0.007415251747271577,0.9375,0.9375,,,,,,
946,68333696,60544,0.011628242046991082,0.84375,0.84375,,,,,,,,,
947,68396736,60608,0.009980903373249833,0.828125,0.828125,,,,,,,,,
948,68483840,60672,0.007525336426114291,0.78125,0.78125,,,,,,,,,
949,68567872,60736,0.007401028087854702,0.859375,0.859375,,,,,,,,,
950,68624768,60800,0.010297977327117241,0.875,0.875,,,,,,,,,
951,68705728,60864,0.007354623063946702,0.921875,0.921875,,,,,,,,,
952,68773888,60928,0.008847812625571435,0.859375,0.859375,,,,,,,,,
953,68843584,60992,0.007972189818871878,0.890625,0.890625,0.007750392948132028,0.96875,0.96875,,,,,,
954,68916352,61056,0.006931009107178258,0.890625,0.890625,,,,,,,,,
955,68998848,61120,0.007479545004403511,0.828125,0.828125,,,,,,,,,
956,69080320,61184,0.00603967268349601,0.8125,0.8125,,,,,,,,,
957,69158720,61248,0.0076821986917445404,0.84375,0.84375,,,,,,,,,
958,69240192,61312,0.007685933846412317,0.78125,0.78125,,,,,,,,,
959,69317056,61376,0.006347848462079445,0.875,0.875,,,,,,,,,
960,69381632,61440,0.007585759769946494,0.8125,0.8125,,,,,,,,,
961,69453376,61504,0.008898099590406404,0.84375,0.84375,0.0082811858537231,0.984375,0.984375,,,,,,
962,69530240,61568,0.00864739715772548,0.90625,0.90625,,,,,,,,,
963,69589184,61632,0.009783443805755304,0.78125,0.78125,,,,,,,,,
964,69655808,61696,0.008570422034638512,0.84375,0.84375,,,,,,,,,
965,69738816,61760,0.007230579115746045,0.890625,0.890625,,,,,,,,,
966,69805952,61824,0.007644427364766653,0.921875,0.921875,,,,,,,,,
967,69876160,61888,0.008709982847721329,0.828125,0.828125,,,,,,,,,
968,69962752,61952,0.008425901209765323,0.828125,0.828125,,,,,,,,,
969,70019648,62016,0.01005076222772592,0.859375,0.859375,0.008470993451778834,0.984375,0.984375,,,,,,
970,70072960,62080,0.010890476381910494,0.859375,0.859375,,,,,,,,,
971,70155456,62144,0.00866644521031337,0.875,0.875,,,,,,,,,
972,70221568,62208,0.00939038935560834,0.953125,0.953125,,,,,,,,,
973,70285632,62272,0.008913906258926683,0.828125,0.828125,,,,,,,,,
974,70363008,62336,0.008023559132430753,0.84375,0.84375,,,,,,,,,
975,70422464,62400,0.009659219472545654,0.84375,0.84375,,,,,,,,,
976,70482944,62464,0.00879035533935324,0.875,0.875,,,,,,,,,
977,70542400,62528,0.008808122245960193,0.890625,0.890625,0.00552783044699052,0.96875,0.96875,,,,,,
978,70610560,62592,0.008184479270861541,0.875,0.875,,,,,,,,,
979,70677184,62656,0.008914496710706233,0.890625,0.890625,,,,,,,,,
980,70753024,62720,0.008701620696994185,0.796875,0.796875,,,,,,,,,
981,70840640,62784,0.006477194543488466,0.796875,0.796875,,,,,,,,,
982,70920064,62848,0.008587803489581403,0.796875,0.796875,,,,,,,,,
983,70993344,62912,0.008241466917260682,0.875,0.875,,,,,,,,,
984,71085056,62976,0.006588456229984168,0.796875,0.796875,,,,,,,,,
985,71167040,63040,0.008302442897455435,0.859375,0.859375,0.0063855698140408285,0.96875,0.96875,,,,,,
986,71251584,63104,0.007046096848153375,0.859375,0.859375,,,,,,,,,
987,71335104,63168,0.006537592842442072,0.921875,0.921875,,,,,,,,,
988,71441152,63232,0.006769920970685654,0.859375,0.859375,,,,,,,,,
989,71508288,63296,0.008235365644542185,0.796875,0.796875,,,,,,,,,
990,71565696,63360,0.01024141654720139,0.90625,0.90625,,,,,,,,,
991,71651776,63424,0.007209057569836255,0.859375,0.859375,,,,,,,,,
992,71715328,63488,0.010523932948987085,0.84375,0.84375,,,,,,,,,
993,71786560,63552,0.009184532104065845,0.875,0.875,0.009988946772094703,0.953125,0.953125,,,,,,
994,71859328,63616,0.008770072403032304,0.859375,0.859375,,,,,,,,,
995,71955136,63680,0.0057115437482071225,0.921875,0.921875,,,,,,,,,
996,72025856,63744,0.01014871824218931,0.90625,0.90625,,,,,,,,,
997,72102720,63808,0.007624690512853863,0.828125,0.828125,,,,,,,,,
998,72166784,63872,0.009392066955028876,0.828125,0.828125,,,,,,,,,
999,72232896,63936,0.009266904312896238,0.75,0.75,,,,,,,,,
1000,72317952,64000,0.006197414886125329,0.859375,0.859375,,,,,,,,,
1001,72382016,64064,0.008707523927443154,0.890625,0.890625,0.004734021819638974,0.9375,0.9375,,,,,,
1002,72461952,64128,0.0077798639491640925,0.828125,0.828125,,,,,,,,,
1003,72535744,64192,0.007891821763079586,0.84375,0.84375,,,,,,,,,
1004,72623360,64256,0.008350505079945392,0.875,0.875,,,,,,,,,
1005,72688448,64320,0.008659596241409405,0.796875,0.796875,,,,,,,,,
1006,72773504,64384,0.007418747538870023,0.890625,0.890625,,,,,,,,,
1007,72850880,64448,0.008812147104968332,0.890625,0.890625,,,,,,,,,
1008,72898560,64512,0.009964188969365267,0.953125,0.953125,,,,,,,,,
1009,72981568,64576,0.007851296876971158,0.859375,0.859375,0.008751554699311452,1.0,1.0,,,,,,
1010,73051776,64640,0.00885888870901779,0.90625,0.90625,,,,,,,,,
1011,73115840,64704,0.00894542518386477,0.8125,0.8125,,,,,,,,,
1012,73187584,64768,0.007470094782830735,0.9375,0.9375,,,,,,,,,
1013,73267520,64832,0.007977461742178144,0.71875,0.71875,,,,,,,,,
1014,73353600,64896,0.007687741181530996,0.859375,0.859375,,,,,,,,,
1015,73436096,64960,0.007711420396279752,0.890625,0.890625,,,,,,,,,
1016,73521152,65024,0.006860260141676923,0.921875,0.921875,,,,,,,,,
1017,73603648,65088,0.007458270157379672,0.84375,0.84375,0.0087736280515724,0.984375,0.984375,,,,,,
1018,73658496,65152,0.010254145900896666,0.765625,0.765625,,,,,,,,,
1019,73735872,65216,0.007253683881956402,0.875,0.875,,,,,,,,,
1020,73818368,65280,0.007821425501887996,0.890625,0.890625,,,,,,,,,
1021,73878848,65344,0.00923319868843718,0.953125,0.953125,,,,,,,,,
1022,73964416,65408,0.008065403268804389,0.90625,0.90625,,,,,,,,,
1023,74038208,65472,0.007863192524149005,0.8125,0.8125,,,,,,,,,
1024,74114048,65536,0.007711221200970395,0.828125,0.828125,,,,,,,,,
1025,74170944,65600,0.010722824482966058,0.890625,0.890625,0.009311933235170131,0.953125,0.953125,,,,,,
1026,74231936,65664,0.00822483292364732,0.84375,0.84375,,,,,,,,,
1027,74304192,65728,0.008563493177797222,0.8125,0.8125,,,,,,,,,
1028,74351360,65792,0.011581328692955419,0.875,0.875,,,,,,,,,
1029,74416960,65856,0.008915583761853245,0.859375,0.859375,,,,,,,,,
1030,74490240,65920,0.0083837981712748,0.78125,0.78125,,,,,,,,,
1031,74573760,65984,0.008497068665213312,0.875,0.875,,,,,,,,,
1032,74642944,66048,0.008917330912904078,0.90625,0.90625,,,,,,,,,
1033,74716224,66112,0.008115789482812026,0.875,0.875,0.009681461763212655,0.984375,0.984375,,,,,,
1034,74801280,66176,0.007621644729213145,0.8125,0.8125,,,,,,,,,
1035,74857152,66240,0.00990669857078556,0.9375,0.9375,,,,,,,,,
1036,74927872,66304,0.00823496266686135,0.859375,0.859375,,,,,,,,,
1037,75004736,66368,0.007720676177953161,0.90625,0.90625,,,,,,,,,
1038,75051904,66432,0.012709274495494942,0.90625,0.90625,,,,,,,,,
1039,75130304,66496,0.008040671112851514,0.953125,0.953125,,,,,,,,,
1040,75202560,66560,0.007635106875675838,0.859375,0.859375,,,,,,,,,
1041,75277376,66624,0.009057196670912145,0.875,0.875,0.009449151158215154,0.9375,0.9375,,,,,,
1042,75360384,66688,0.006523571237864084,0.84375,0.84375,,,,,,,,,
1043,75440832,66752,0.006848419134100913,0.8125,0.8125,,,,,,,,,
1044,75490560,66816,0.010458837559376368,0.921875,0.921875,,,,,,,,,
1045,75572032,66880,0.008183316675825409,0.78125,0.78125,,,,,,,,,
1046,75648384,66944,0.007669755475485186,0.859375,0.859375,,,,,,,,,
1047,75731904,67008,0.00760367530823602,0.8125,0.8125,,,,,,,,,
1048,75807744,67072,0.00854565839951893,0.84375,0.84375,,,,,,,,,
1049,75855424,67136,0.010555903484968711,0.890625,0.890625,0.006936976912082996,0.984375,0.984375,,,,,,
1050,75942016,67200,0.00794507481258902,0.890625,0.890625,,,,,,,,,
1051,76020416,67264,0.008102304159642982,0.828125,0.828125,,,,,,,,,
1052,76104448,67328,0.0078070334895062755,0.828125,0.828125,,,,,,,,,
1053,76186432,67392,0.007356469474130496,0.796875,0.796875,,,,,,,,,
1054,76259200,67456,0.008560446104527717,0.921875,0.921875,,,,,,,,,
1055,76310464,67520,0.011885901040757436,0.875,0.875,,,,,,,,,
1056,76359168,67584,0.01047904689535018,0.890625,0.890625,,,,,,,,,
1057,76440128,67648,0.007446629002537104,0.859375,0.859375,0.007898490439003338,1.0,1.0,,,,,,
1058,76515456,67712,0.008230406151341147,0.84375,0.84375,,,,,,,,,
1059,76592832,67776,0.0075767283047700135,0.78125,0.78125,,,,,,,,,
1060,76671232,67840,0.0069561325908801255,0.875,0.875,,,,,,,,,
1061,76758336,67904,0.006823129477673729,0.828125,0.828125,,,,,,,,,
1062,76821376,67968,0.009278100501457524,0.765625,0.765625,,,,,,,,,
1063,76906432,68032,0.00680367706559239,0.875,0.875,,,,,,,,,
1064,77000192,68096,0.006281380610503107,0.8125,0.8125,,,,,,,,,
1065,77079616,68160,0.006873594487371171,0.890625,0.890625,0.008616435073348683,0.96875,0.96875,,,,,,
1066,77141632,68224,0.009734315684932745,0.84375,0.84375,,,,,,,,,
1067,77234880,68288,0.0067148101865284705,0.828125,0.828125,,,,,,,,,
1068,77310208,68352,0.007871863697448606,0.875,0.875,,,,,,,,,
1069,77386048,68416,0.00816460330273015,0.84375,0.84375,,,,,,,,,
1070,77468544,68480,0.008858263798694211,0.84375,0.84375,,,,,,,,,
1071,77541312,68544,0.008394439722146395,0.890625,0.890625,,,,,,,,,
1072,77622784,68608,0.008081461618445527,0.796875,0.796875,,,,,,,,,
1073,77708864,68672,0.007872608694143749,0.9375,0.9375,0.0065690138361509925,0.96875,0.96875,,,,,,
1074,77801600,68736,0.006632365294063982,0.875,0.875,,,,,,,,,
1075,77883584,68800,0.00828446725058744,0.84375,0.84375,,,,,,,,,
1076,77965568,68864,0.008129621082159224,0.890625,0.890625,,,,,,,,,
1077,78042432,68928,0.007595751185375404,0.875,0.875,,,,,,,,,
1078,78126976,68992,0.007981472249567132,0.8125,0.8125,,,,,,,,,
1079,78204352,69056,0.00779531787084693,0.90625,0.90625,,,,,,,,,
1080,78262784,69120,0.0104280235891579,0.875,0.875,,,,,,,,,
1081,78337600,69184,0.008200697945933923,0.828125,0.828125,0.00876282121175893,0.96875,0.96875,,,,,,
1082,78426752,69248,0.00792869126927675,0.8125,0.8125,,,,,,,,,
1083,78512320,69312,0.007524034830818403,0.96875,0.96875,,,,,,,,,
1084,78593792,69376,0.007237611034949737,0.859375,0.859375,,,,,,,,,
1085,78685504,69440,0.00707402407485793,0.890625,0.890625,,,,,,,,,
1086,78772608,69504,0.008154624017464428,0.859375,0.859375,,,,,,,,,
1087,78836672,69568,0.008633608133809862,0.796875,0.796875,,,,,,,,,
1088,78893056,69632,0.009102705827246307,0.84375,0.84375,,,,,,,,,
1089,78976576,69696,0.007033371502203443,0.875,0.875,0.009240196597108336,0.96875,0.96875,,,,,,
1090,79062656,69760,0.007494549617205752,0.828125,0.828125,,,,,,,,,
1091,79130304,69824,0.008017923038873118,0.84375,0.84375,,,,,,,,,
1092,79173888,69888,0.013350447497230324,0.859375,0.859375,,,,,,,,,
1093,79227712,69952,0.01096534970853558,0.78125,0.78125,,,,,,,,,
1094,79296384,70016,0.008345200090652639,0.90625,0.90625,,,,,,,,,
1095,79373760,70080,0.008306049086237138,0.828125,0.828125,,,,,,,,,
1096,79478784,70144,0.007445023930752626,0.8125,0.8125,,,,,,,,,
1097,79558720,70208,0.008388052775357402,0.953125,0.953125,0.006818708828475422,0.984375,0.984375,,,,,,
1098,79638144,70272,0.006218963649115146,0.875,0.875,,,,,,,,,
1099,79719104,70336,0.008884386547050233,0.90625,0.90625,,,,,,,,,
1100,79805696,70400,0.007484854392105931,0.84375,0.84375,,,,,,,,,
1101,79873344,70464,0.009732169549815992,0.859375,0.859375,,,,,,,,,
1102,79945600,70528,0.00822950651531337,0.84375,0.84375,,,,,,,,,
1103,80074176,70592,0.00462415668038493,0.90625,0.90625,,,,,,,,,
1104,80152064,70656,0.007824938319253915,0.828125,0.828125,,,,,,,,,
1105,80236096,70720,0.008059037558139756,0.859375,0.859375,0.00895233377990853,0.953125,0.953125,,,,,,
1106,80314496,70784,0.007358578966810705,0.796875,0.796875,,,,,,,,,
1107,80387264,70848,0.007383233962871738,0.796875,0.796875,,,,,,,,,
