step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
1564,113242368,100096,0.007750511216535811,0.8125,0.8125,,,,,,,,,
1565,113325888,100160,0.007408667722369495,0.828125,0.828125,,,,,,,,,
1566,113387904,100224,0.009702680184512261,0.875,0.875,,,,,,,,,
1567,113435072,100288,0.010434516892446394,0.90625,0.90625,,,,,,,,,
1568,113511936,100352,0.008319882516834541,0.859375,0.859375,,,,,,,,,
1569,113598528,100416,0.007332603973254557,0.90625,0.90625,0.007436458440422253,0.96875,0.96875,,,,,,
1570,113673344,100480,0.008302344040488754,0.75,0.75,,,,,,,,,
1571,113740992,100544,0.008764877058786784,0.84375,0.84375,,,,,,,,,
1572,113806592,100608,0.009385031234219353,0.796875,0.796875,,,,,,,,,
1573,113902400,100672,0.00582033796119645,0.84375,0.84375,,,,,,,,,
1574,113987456,100736,0.006916908373305842,0.859375,0.859375,,,,,,,,,
1575,114047936,100800,0.009200302688966364,0.90625,0.90625,,,,,,,,,
1576,114143744,100864,0.007278654653782474,0.90625,0.90625,,,,,,,,,
1577,114197568,100928,0.011027082534563073,0.828125,0.828125,0.007728950848300885,0.984375,0.984375,,,,,,
1578,114276480,100992,0.008848839546155724,0.828125,0.828125,,,,,,,,,
1579,114354880,101056,0.007508819340447846,0.84375,0.84375,,,,,,,,,
1580,114436352,101120,0.007486646450503004,0.796875,0.796875,,,,,,,,,
1581,114510656,101184,0.00930153326848374,0.890625,0.890625,,,,,,,,,
1582,114589056,101248,0.006722217634095229,0.84375,0.84375,,,,,,,,,
1583,114657216,101312,0.00861884480108545,0.90625,0.90625,,,,,,,,,
1584,114708480,101376,0.010340278563506455,0.90625,0.90625,,,,,,,,,
1585,114774592,101440,0.009665944286149501,0.921875,0.921875,0.00783245656102436,0.953125,0.953125,,,,,,
1586,114856064,101504,0.007440908222924405,0.859375,0.859375,,,,,,,,,
1587,114922688,101568,0.00798292605191096,0.890625,0.890625,,,,,,,,,
1588,115020544,101632,0.005778797136075423,0.890625,0.890625,,,,,,,,,
1589,115084608,101696,0.00843546390040128,0.9375,0.9375,,,,,,,,,
1590,115146624,101760,0.009792507878463962,0.90625,0.90625,,,,,,,,,
1591,115227584,101824,0.0072334732253063515,0.796875,0.796875,,,,,,,,,
1592,115283968,101888,0.009261006803855958,0.90625,0.90625,,,,,,,,,
1593,115360832,101952,0.009683426915121003,0.875,0.875,0.005372690915780529,0.9375,0.9375,,,,,,
1594,115413120,102016,0.010756134065802317,0.890625,0.890625,,,,,,,,,
1595,115498688,102080,0.007697755274958724,0.8125,0.8125,,,,,,,,,
1596,115575552,102144,0.007524312448649103,0.859375,0.859375,,,,,,,,,
1597,115646784,102208,0.008988651370585792,0.84375,0.84375,,,,,,,,,
1598,115721088,102272,0.008050026020737913,0.921875,0.921875,,,,,,,,,
1599,115807168,102336,0.00726124526924827,0.90625,0.90625,,,,,,,,,
1600,115890176,102400,0.006909690076978394,0.875,0.875,,,,,,,,,
1601,115961408,102464,0.009022978774150035,0.90625,0.90625,0.007218605935059882,1.0,1.0,,,,,,
1602,116038272,102528,0.006626745170217684,0.84375,0.84375,,,,,,,,,
1603,116114112,102592,0.00808493519578414,0.8125,0.8125,,,,,,,,,
1604,116185856,102656,0.00790723499049906,0.90625,0.90625,,,,,,,,,
1605,116267840,102720,0.0076358170753048436,0.890625,0.890625,,,,,,,,,
1606,116349312,102784,0.007699317867211841,0.90625,0.90625,,,,,,,,,
1607,116405696,102848,0.01148180130730732,0.859375,0.859375,,,,,,,,,
1608,116467200,102912,0.010171835490800227,0.9375,0.9375,,,,,,,,,
1609,116553280,102976,0.006962109272067986,0.90625,0.90625,0.00849432657710989,0.984375,0.984375,,,,,,
1610,116623488,103040,0.008332548629777146,0.859375,0.859375,,,,,,,,,
1611,116681920,103104,0.009246615222151817,0.90625,0.90625,,,,,,,,,
1612,116773632,103168,0.007246240526068355,0.921875,0.921875,,,,,,,,,
1613,116859712,103232,0.007249575634768615,0.96875,0.96875,,,,,,,,,
1614,116950912,103296,0.007003877017767428,0.875,0.875,,,,,,,,,
1615,117025728,103360,0.008006961378797948,0.90625,0.90625,,,,,,,,,
1616,117092352,103424,0.009167221100813567,0.90625,0.90625,,,,,,,,,
1617,117155904,103488,0.009945841357573586,0.765625,0.765625,0.00952674888132775,0.96875,0.96875,,,,,,
1618,117205120,103552,0.009769081327197183,0.90625,0.90625,,,,,,,,,
1619,117271232,103616,0.009312747499601768,0.859375,0.859375,,,,,,,,,
1620,117356800,103680,0.008189877769182664,0.828125,0.828125,,,,,,,,,
1621,117437760,103744,0.008238963442411039,0.84375,0.84375,,,,,,,,,
1622,117501312,103808,0.009960607938408198,0.796875,0.796875,,,,,,,,,
1623,117584320,103872,0.008447574229310256,0.890625,0.890625,,,,,,,,,
1624,117664768,103936,0.007226175345780266,0.84375,0.84375,,,,,,,,,
1625,117746752,104000,0.008001273513006908,0.796875,0.796875,0.005794220196755114,0.984375,0.984375,,,,,,
1626,117820032,104064,0.008623083818609276,0.921875,0.921875,,,,,,,,,
1627,117899456,104128,0.008201809715196448,0.875,0.875,,,,,,,,,
1628,117985024,104192,0.0067554361241718664,0.9375,0.9375,,,,,,,,,
1629,118069056,104256,0.007858305512673386,0.921875,0.921875,,,,,,,,,
1630,118143360,104320,0.008341333213693916,0.828125,0.828125,,,,,,,,,
1631,118200256,104384,0.009246816772579903,0.9375,0.9375,,,,,,,,,
1632,118268416,104448,0.00908759660921624,0.875,0.875,,,,,,,,,
1633,118321216,104512,0.009770034745229124,0.921875,0.921875,0.008028587494151402,0.953125,0.953125,,,,,,
1634,118394496,104576,0.008079194268643583,0.859375,0.859375,,,,,,,,,
1635,118473920,104640,0.007931264884293753,0.859375,0.859375,,,,,,,,,
1636,118525184,104704,0.010250320033333336,0.875,0.875,,,,,,,,,
1637,118609216,104768,0.00782294813039065,0.875,0.875,,,,,,,,,
1638,118694784,104832,0.008104999108545903,0.828125,0.828125,,,,,,,,,
1639,118768576,104896,0.008314691197319184,0.875,0.875,,,,,,,,,
1640,118856192,104960,0.0074666319590257855,0.90625,0.90625,,,,,,,,,
1641,118920768,105024,0.00920357615827441,0.859375,0.859375,0.007452072346908046,0.953125,0.953125,,,,,,
1642,118991488,105088,0.0082652456956285,0.921875,0.921875,,,,,,,,,
1643,119071424,105152,0.008369337434014707,0.890625,0.890625,,,,,,,,,
1644,119137536,105216,0.00938066854861572,0.859375,0.859375,,,,,,,,,
1645,119224640,105280,0.008029353516127966,0.875,0.875,,,,,,,,,
1646,119295872,105344,0.008245988290740575,0.828125,0.828125,,,,,,,,,
1647,119363520,105408,0.008684677752464315,0.859375,0.859375,,,,,,,,,
1648,119439872,105472,0.007506076061543461,0.828125,0.828125,,,,,,,,,
1649,119516736,105536,0.007252319191973629,0.796875,0.796875,0.008227924623729952,0.96875,0.96875,,,,,,
1650,119592064,105600,0.007697204466735838,0.890625,0.890625,,,,,,,,,
1651,119675072,105664,0.009324024030230605,0.859375,0.859375,,,,,,,,,
1652,119749888,105728,0.007774981573837907,0.859375,0.859375,,,,,,,,,
1653,119821120,105792,0.008960696783008612,0.859375,0.859375,,,,,,,,,
1654,119883648,105856,0.008980199256954454,0.78125,0.78125,,,,,,,,,
1655,119942592,105920,0.008661058160534921,0.890625,0.890625,,,,,,,,,
1656,120004608,105984,0.007955494216379783,0.90625,0.90625,,,,,,,,,
1657,120092224,106048,0.0066439502146655414,0.90625,0.90625,0.009389412829661848,0.984375,0.984375,,,,,,
1658,120166528,106112,0.007753710358039453,0.84375,0.84375,,,,,,,,,
1659,120236736,106176,0.007929346056670715,0.9375,0.9375,,,,,,,,,
1660,120318208,106240,0.006582712364914013,0.90625,0.90625,,,,,,,,,
1661,120423232,106304,0.0058749288357037915,0.875,0.875,,,,,,,,,
1662,120505728,106368,0.007913219949989352,0.84375,0.84375,,,,,,,,,
1663,120588224,106432,0.008002080051575588,0.84375,0.84375,,,,,,,,,
1664,120665600,106496,0.007170109002780218,0.796875,0.796875,,,,,,,,,
1665,120740928,106560,0.008136090590452004,0.9375,0.9375,0.010569779337458991,1.0,1.0,,,,,,
1666,120815744,106624,0.007731708808893933,0.859375,0.859375,,,,,,,,,
1667,120898240,106688,0.007581985939443925,0.84375,0.84375,,,,,,,,,
1668,120978176,106752,0.0077355231662102125,0.90625,0.90625,,,,,,,,,
1669,121044800,106816,0.00770992550970083,0.78125,0.78125,,,,,,,,,
1670,121136000,106880,0.0060345786921503514,0.828125,0.828125,,,,,,,,,
1671,121217984,106944,0.007330252773382402,0.890625,0.890625,,,,,,,,,
1672,121267712,107008,0.01176962187782532,0.859375,0.859375,,,,,,,,,
1673,121343040,107072,0.008266665116851844,0.828125,0.828125,0.005348898708884143,0.984375,0.984375,,,,,,
1674,121421952,107136,0.0073013584428505834,0.875,0.875,,,,,,,,,
1675,121494720,107200,0.009775783359989743,0.84375,0.84375,,,,,,,,,
1676,121567488,107264,0.008752423027834636,0.921875,0.921875,,,,,,,,,
1677,121621824,107328,0.010853082380963601,0.890625,0.890625,,,,,,,,,
1678,121704320,107392,0.007906055260307243,0.875,0.875,,,,,,,,,
1679,121752000,107456,0.011105158161779706,0.828125,0.828125,,,,,,,,,
1680,121814528,107520,0.00914033055366967,0.828125,0.828125,,,,,,,,,
1681,121881664,107584,0.01045986900729237,0.859375,0.859375,0.007749463390681909,0.9375,0.9375,,,,,,
1682,121943680,107648,0.008353922014251254,0.875,0.875,,,,,,,,,
1683,122026688,107712,0.0075852171722960715,0.859375,0.859375,,,,,,,,,
1684,122089216,107776,0.009149735691499426,0.921875,0.921875,,,,,,,,,
1685,122156352,107840,0.009331770135342058,0.890625,0.890625,,,,,,,,,
1686,122248576,107904,0.006077052628307641,0.90625,0.90625,,,,,,,,,
1687,122317760,107968,0.007996310184361855,0.9375,0.9375,,,,,,,,,
1688,122405888,108032,0.007516942623238429,0.875,0.875,,,,,,,,,
1689,122470464,108096,0.008625630752944941,0.90625,0.90625,0.0074733470690020055,0.96875,0.96875,,,,,,
1690,122527872,108160,0.010628074390447216,0.90625,0.90625,,,,,,,,,
1691,122609344,108224,0.006940960055326357,0.859375,0.859375,,,,,,,,,
1692,122661632,108288,0.011445373626047362,0.953125,0.953125,,,,,,,,,
1693,122747712,108352,0.008027711850973467,0.90625,0.90625,,,,,,,,,
1694,122818432,108416,0.008885816690136527,0.90625,0.90625,,,,,,,,,
1695,122886080,108480,0.0086160678677639,0.828125,0.828125,,,,,,,,,
1696,122956800,108544,0.007914665982962811,0.921875,0.921875,,,,,,,,,
1697,123027008,108608,0.008733278076366313,0.875,0.875,0.009634190366036213,0.9375,0.9375,,,,,,
1698,123108992,108672,0.007499686829021373,0.90625,0.90625,,,,,,,,,
1699,123172544,108736,0.008494093317883948,0.921875,0.921875,,,,,,,,,
1700,123257088,108800,0.007002091003251792,0.890625,0.890625,,,,,,,,,
1701,123341120,108864,0.007116787558733141,0.90625,0.90625,,,,,,,,,
1702,123419520,108928,0.006885761888533854,0.828125,0.828125,,,,,,,,,
1703,123501504,108992,0.007682620568312373,0.890625,0.890625,,,,,,,,,
1704,123580928,109056,0.007707624300646401,0.9375,0.9375,,,,,,,,,
1705,123667008,109120,0.006443366513439132,0.875,0.875,0.008845998319237922,0.953125,0.953125,,,,,,
1706,123748480,109184,0.007325710798501075,0.921875,0.921875,,,,,,,,,
1707,123809472,109248,0.0081992996339659,0.859375,0.859375,,,,,,,,,
1708,123882240,109312,0.009355193129957348,0.859375,0.859375,,,,,,,,,
1709,123942720,109376,0.008784934359260838,0.875,0.875,,,,,,,,,
1710,124019584,109440,0.007984414503459467,0.84375,0.84375,,,,,,,,,
1711,124096448,109504,0.007509934430292609,0.90625,0.90625,,,,,,,,,
1712,124151808,109568,0.009511056344579827,0.859375,0.859375,,,,,,,,,
1713,124206144,109632,0.009386335344922375,0.84375,0.84375,0.006636017755831362,0.984375,0.984375,,,,,,
1714,124277376,109696,0.008383719981988984,0.90625,0.90625,,,,,,,,,
1715,124355264,109760,0.009115070916928104,0.890625,0.890625,,,,,,,,,
1716,124421376,109824,0.009027060865290091,0.90625,0.90625,,,,,,,,,
1717,124497728,109888,0.007697505649664062,0.875,0.875,,,,,,,,,
1718,124565376,109952,0.009316448878591234,0.875,0.875,,,,,,,,,
1719,124640192,110016,0.008119306502477976,0.953125,0.953125,,,,,,,,,
1720,124717056,110080,0.009306513452263082,0.859375,0.859375,,,,,,,,,
1721,124807744,110144,0.00604168965095856,0.890625,0.890625,0.0062085927175089895,0.96875,0.96875,,,,,,
1722,124866688,110208,0.009035006830398404,0.921875,0.921875,,,,,,,,,
1723,124921536,110272,0.010080952506606896,0.921875,0.921875,,,,,,,,,
1724,124998912,110336,0.0072916769235689405,0.890625,0.890625,,,,,,,,,
1725,125090112,110400,0.006872344179929221,0.921875,0.921875,,,,,,,,,
1726,125138816,110464,0.010659241340031099,0.90625,0.90625,,,,,,,,,
1727,125225920,110528,0.007302929358073748,0.90625,0.90625,,,,,,,,,
1728,125282304,110592,0.009313487316787798,0.828125,0.828125,,,,,,,,,
1729,125351488,110656,0.009092963311739357,0.8125,0.8125,0.008346222773067534,1.0,1.0,,,,,,
1730,125401216,110720,0.009332127596452314,0.875,0.875,,,,,,,,,
1731,125477056,110784,0.008704338820771368,0.90625,0.90625,,,,,,,,,
1732,125536512,110848,0.010005468237632402,0.890625,0.890625,,,,,,,,,
1733,125598016,110912,0.009572103729742673,0.890625,0.890625,,,,,,,,,
1734,125681536,110976,0.007768271585430078,0.890625,0.890625,,,,,,,,,
1735,125757376,111040,0.008305974505681539,0.84375,0.84375,,,,,,,,,
1736,125841920,111104,0.007510755699742242,0.875,0.875,,,,,,,,,
1737,125915712,111168,0.009452428625702574,0.84375,0.84375,0.009195149686493464,0.953125,0.953125,,,,,,
1738,125998720,111232,0.007504495879322555,0.90625,0.90625,,,,,,,,,
1739,126078144,111296,0.007034059424783475,0.90625,0.90625,,,,,,,,,
1740,126164736,111360,0.007710048185682176,0.890625,0.890625,,,,,,,,,
1741,126240064,111424,0.008038032681945863,0.890625,0.890625,,,,,,,,,
1742,126311808,111488,0.007149372120978483,0.890625,0.890625,,,,,,,,,
1743,126395840,111552,0.007727361706313439,0.875,0.875,,,,,,,,,
1744,126441984,111616,0.011483997288717566,0.890625,0.890625,,,,,,,,,
1745,126526016,111680,0.007468504300730736,0.9375,0.9375,0.009562678195237338,0.96875,0.96875,,,,,,
1746,126598272,111744,0.007822955430607284,0.90625,0.90625,,,,,,,,,
1747,126665408,111808,0.009237026517792185,0.859375,0.859375,,,,,,,,,
1748,126709504,111872,0.0119955354722433,0.859375,0.859375,,,,,,,,,
1749,126778176,111936,0.009624439704868225,0.828125,0.828125,,,,,,,,,
1750,126881664,112000,0.006769230366950989,0.875,0.875,,,,,,,,,
1751,126970816,112064,0.007441596729452207,0.84375,0.84375,,,,,,,,,
1752,127069696,112128,0.0058814380272075315,0.828125,0.828125,,,,,,,,,
1753,127145536,112192,0.008840468116645404,0.84375,0.84375,0.008103200061593964,0.96875,0.96875,,,,,,
1754,127189120,112256,0.011244275006071225,0.921875,0.921875,,,,,,,,,
1755,127273152,112320,0.007461738079199567,0.890625,0.890625,,,,,,,,,
1756,127313664,112384,0.012465174942292632,0.875,0.875,,,,,,,,,
1757,127395136,112448,0.006950904460656421,0.8125,0.8125,,,,,,,,,
1758,127451008,112512,0.009969145922937087,0.84375,0.84375,,,,,,,,,
1759,127518656,112576,0.009238196451604418,0.953125,0.953125,,,,,,,,,
1760,127562752,112640,0.012766077136279457,0.90625,0.90625,,,,,,,,,
1761,127628864,112704,0.009316224550551368,0.859375,0.859375,0.009153833807861762,0.96875,0.96875,,,,,,
1762,127690880,112768,0.009492689239518074,0.890625,0.890625,,,,,,,,,
1763,127749312,112832,0.010610868756822774,0.828125,0.828125,,,,,,,,,
1764,127835392,112896,0.006482859394578587,0.875,0.875,,,,,,,,,
1765,127900480,112960,0.009177651799902596,0.890625,0.890625,,,,,,,,,
1766,127982976,113024,0.007294759449669851,0.875,0.875,,,,,,,,,
1767,128056768,113088,0.008166317813905652,0.84375,0.84375,,,,,,,,,
1768,128119808,113152,0.00916244823638653,0.9375,0.9375,,,,,,,,,
1769,128198208,113216,0.007849129881235718,0.90625,0.90625,0.0064598583589159245,0.921875,0.921875,,,,,,
1770,128256640,113280,0.008694406460125223,0.90625,0.90625,,,,,,,,,
1771,128335040,113344,0.008157292983985945,0.84375,0.84375,,,,,,,,,
1772,128400128,113408,0.009284757558877095,0.9375,0.9375,,,,,,,,,
1773,128479552,113472,0.0073989225825795936,0.9375,0.9375,,,,,,,,,
1774,128541568,113536,0.009998712991424928,0.796875,0.796875,,,,,,,,,
1775,128617408,113600,0.008133159641367224,0.828125,0.828125,,,,,,,,,
1776,128675840,113664,0.009773238851737994,0.875,0.875,,,,,,,,,
1777,128758336,113728,0.008164951272799377,0.828125,0.828125,0.0057488043310216915,0.953125,0.953125,,,,,,
1778,128820352,113792,0.009711690295220258,0.84375,0.84375,,,,,,,,,
1779,128893120,113856,0.008508643409045107,0.84375,0.84375,,,,,,,,,
1780,128973056,113920,0.0071669795719563195,0.875,0.875,,,,,,,,,
1781,129022272,113984,0.010448419830749052,0.890625,0.890625,,,,,,,,,
1782,129084800,114048,0.009162944295651999,0.921875,0.921875,,,,,,,,,
1783,129166272,114112,0.007998205405089035,0.859375,0.859375,,,,,,,,,
1784,129244672,114176,0.007332468643785871,0.90625,0.90625,,,,,,,,,
1785,129301056,114240,0.008687645139667508,0.859375,0.859375,0.00897290598142792,0.921875,0.921875,,,,,,
1786,129379456,114304,0.007122066459532998,0.859375,0.859375,,,,,,,,,
1787,129455296,114368,0.009192109818259995,0.828125,0.828125,,,,,,,,,
1788,129518848,114432,0.009293184062955335,0.921875,0.921875,,,,,,,,,
1789,129567552,114496,0.010861061626369241,0.859375,0.859375,,,,,,,,,
1790,129629568,114560,0.008623690126813298,0.84375,0.84375,,,,,,,,,
1791,129715136,114624,0.007261521086964611,0.859375,0.859375,,,,,,,,,
1792,129799680,114688,0.007121595783321873,0.875,0.875,,,,,,,,,
1793,129867328,114752,0.009752633673769183,0.84375,0.84375,0.007989846398962,0.984375,0.984375,,,,,,
1794,129918080,114816,0.009840331873540917,0.859375,0.859375,,,,,,,,,
1795,129970880,114880,0.010462706516755415,0.859375,0.859375,,,,,,,,,
1796,130068736,114944,0.0074387578946878904,0.921875,0.921875,,,,,,,,,
1797,130125632,115008,0.00950516808511538,0.8125,0.8125,,,,,,,,,
1798,130197376,115072,0.008976371317668451,0.8125,0.8125,,,,,,,,,
1799,130274240,115136,0.007463874094971382,0.859375,0.859375,,,,,,,,,
1800,130358272,115200,0.007174753915118223,0.890625,0.890625,,,,,,,,,
1801,130420288,115264,0.008069449102975315,0.921875,0.921875,0.006283566580465751,0.984375,0.984375,,,,,,
1802,130504320,115328,0.007504889057357559,0.921875,0.921875,,,,,,,,,
1803,130583744,115392,0.006956843974380305,0.875,0.875,,,,,,,,,
1804,130658560,115456,0.007950776796037609,0.890625,0.890625,,,,,,,,,
1805,130725184,115520,0.009606676363017755,0.875,0.875,,,,,,,,,
1806,130793856,115584,0.009031503640120257,0.90625,0.90625,,,,,,,,,
1807,130881472,115648,0.006442329015888172,0.890625,0.890625,,,,,,,,,
1808,130969088,115712,0.006724346423491609,0.84375,0.84375,,,,,,,,,
1809,131028544,115776,0.010409537650514665,0.90625,0.90625,0.009066895723494776,0.984375,0.984375,,,,,,
1810,131101312,115840,0.009841301721213986,0.859375,0.859375,,,,,,,,,
1811,131164864,115904,0.008950779598438529,0.890625,0.890625,,,,,,,,,
1812,131212032,115968,0.009985008054966209,0.953125,0.953125,,,,,,,,,
1813,131286336,116032,0.00691988390348741,0.90625,0.90625,,,,,,,,,
1814,131356544,116096,0.008154719273142496,0.90625,0.90625,,,,,,,,,
1815,131441088,116160,0.007430976708408645,0.953125,0.953125,,,,,,,,,
1816,131514880,116224,0.008170615479371124,0.875,0.875,,,,,,,,,
1817,131601472,116288,0.00696387318085981,0.890625,0.890625,0.010211527133682903,0.96875,0.96875,,,,,,
1818,131670144,116352,0.00839930870652463,0.921875,0.921875,,,,,,,,,
1819,131763392,116416,0.006627013452083362,0.859375,0.859375,,,,,,,,,
1820,131854080,116480,0.006967674444234325,0.90625,0.90625,,,,,,,,,
1821,131928384,116544,0.008462854871640975,0.921875,0.921875,,,,,,,,,
1822,131996544,116608,0.008325693790608272,0.875,0.875,,,,,,,,,
1823,132051392,116672,0.009151160804740599,0.921875,0.921875,,,,,,,,,
1824,132116992,116736,0.008834980985038664,0.90625,0.90625,,,,,,,,,
1825,132204608,116800,0.00701265780319602,0.9375,0.9375,0.007604822255022888,0.921875,0.921875,,,,,,
1826,132274304,116864,0.008164143891745216,0.90625,0.90625,,,,,,,,,
1827,132347584,116928,0.009467006605417615,0.828125,0.828125,,,,,,,,,
1828,132432640,116992,0.007456739553689023,0.90625,0.90625,,,,,,,,,
1829,132512576,117056,0.008000410777117365,0.921875,0.921875,,,,,,,,,
1830,132590976,117120,0.007817348313041542,0.9375,0.9375,,,,,,,,,
1831,132669376,117184,0.008124871063491147,0.890625,0.890625,,,,,,,,,
1832,132719104,117248,0.009827348114808728,0.90625,0.90625,,,,,,,,,
1833,132778048,117312,0.009093711306305546,0.828125,0.828125,0.008722255725589823,1.0,1.0,,,,,,
1834,132840064,117376,0.009163346574645433,0.90625,0.90625,,,,,,,,,
1835,132897472,117440,0.009145238210444639,0.859375,0.859375,,,,,,,,,
1836,133003520,117504,0.005721351601322,0.90625,0.90625,,,,,,,,,
1837,133061440,117568,0.009972814484885004,0.859375,0.859375,,,,,,,,,
1838,133146496,117632,0.006983215864133563,0.859375,0.859375,,,,,,,,,
1839,133201344,117696,0.009981918269550942,0.890625,0.890625,,,,,,,,,
1840,133275136,117760,0.00832048712177071,0.875,0.875,,,,,,,,,
1841,133343808,117824,0.007736278198415599,0.875,0.875,0.008886238959227022,1.0,1.0,,,,,,
1842,133411456,117888,0.008199800263400987,0.875,0.875,,,,,,,,,
1843,133476032,117952,0.009728663147586693,0.875,0.875,,,,,,,,,
1844,133539584,118016,0.008807399673887547,0.9375,0.9375,,,,,,,,,
1845,133632320,118080,0.00668276959926358,0.890625,0.890625,,,,,,,,,
1846,133699456,118144,0.008845742669404747,0.859375,0.859375,,,,,,,,,
1847,133767616,118208,0.008320431938413744,0.78125,0.78125,,,,,,,,,
1848,133824000,118272,0.010177399643391786,0.84375,0.84375,,,,,,,,,
1849,133895232,118336,0.007320019532059969,0.828125,0.828125,0.00642229612897238,0.96875,0.96875,,,,,,
1850,133976704,118400,0.00783319918805975,0.796875,0.796875,,,,,,,,,
1851,134059200,118464,0.0068241405694867445,0.828125,0.828125,,,,,,,,,
1852,134140672,118528,0.006694514854788244,0.921875,0.921875,,,,,,,,,
1853,134225728,118592,0.00775188816041983,0.859375,0.859375,,,,,,,,,
1854,134288256,118656,0.00973090036416148,0.84375,0.84375,,,,,,,,,
1855,134354880,118720,0.009563493939639893,0.828125,0.828125,,,,,,,,,
1856,134414336,118784,0.009019161163233147,0.96875,0.96875,,,,,,,,,
1857,134474816,118848,0.008481090524545605,0.890625,0.890625,0.00927752068738598,0.984375,0.984375,,,,,,
1858,134540416,118912,0.00867466424266804,0.859375,0.859375,,,,,,,,,
1859,134622912,118976,0.006604016405354111,0.921875,0.921875,,,,,,,,,
1860,134690560,119040,0.007828209300115572,0.90625,0.90625,,,,,,,,,
1861,134774080,119104,0.006890393759316301,0.890625,0.890625,,,,,,,,,
1862,134865280,119168,0.00847056716155335,0.796875,0.796875,,,,,,,,,
1863,134914496,119232,0.011587774206843518,0.890625,0.890625,,,,,,,,,
1864,134967808,119296,0.010951028702658301,0.859375,0.859375,,,,,,,,,
1865,135069760,119360,0.0056613677018165325,0.890625,0.890625,0.008306315973064618,0.953125,0.953125,,,,,,
1866,135152768,119424,0.009087960414350213,0.859375,0.859375,,,,,,,,,
1867,135241920,119488,0.006725324040094936,0.875,0.875,,,,,,,,,
1868,135287040,119552,0.012230965238932558,0.890625,0.890625,,,,,,,,,
1869,135362368,119616,0.00936640782074964,0.890625,0.890625,,,,,,,,,
1870,135447424,119680,0.007511903643402042,0.90625,0.90625,,,,,,,,,
1871,135528384,119744,0.006956111843826909,0.828125,0.828125,,,,,,,,,
1872,135615488,119808,0.006665701267013617,0.875,0.875,,,,,,,,,
1873,135678016,119872,0.008781040545582437,0.921875,0.921875,0.008154327829379074,0.984375,0.984375,,,,,,
1874,135724160,119936,0.011946403363853454,0.890625,0.890625,,,,,,,,,
1875,135808704,120000,0.0077492335689518755,0.921875,0.921875,,,,,,,,,
1876,135885568,120064,0.007411013263365766,0.890625,0.890625,,,,,,,,,
1877,135948608,120128,0.008348443936004797,0.875,0.875,,,,,,,,,
1878,136027008,120192,0.00842345450316339,0.796875,0.796875,,,,,,,,,
1879,136080832,120256,0.009891684939167535,0.859375,0.859375,,,,,,,,,
1880,136146432,120320,0.008685151314720935,0.828125,0.828125,,,,,,,,,
1881,136229440,120384,0.007986044451106192,0.9375,0.9375,0.009653278424097512,0.921875,0.921875,,,,,,
1882,136303232,120448,0.008476803866999469,0.890625,0.890625,,,,,,,,,
1883,136369856,120512,0.009248726148447744,0.90625,0.90625,,,,,,,,,
1884,136440064,120576,0.009109802074958777,0.859375,0.859375,,,,,,,,,
1885,136503616,120640,0.01044327537762057,0.875,0.875,,,,,,,,,
1886,136559488,120704,0.010860151088683857,0.890625,0.890625,,,,,,,,,
1887,136637888,120768,0.008213118785917383,0.90625,0.90625,,,,,,,,,
1888,136708096,120832,0.008769436193613608,0.90625,0.90625,,,,,,,,,
1889,136781376,120896,0.008014035733619335,0.890625,0.890625,0.007422121005945476,0.96875,0.96875,,,,,,
1890,136875648,120960,0.006566678744970147,0.828125,0.828125,,,,,,,,,
1891,136936640,121024,0.009289859229064305,0.875,0.875,,,,,,,,,
1892,136990464,121088,0.010097714783227626,0.90625,0.90625,,,,,,,,,
1893,137077568,121152,0.00640189662518402,0.828125,0.828125,,,,,,,,,
1894,137158016,121216,0.006507559158662754,0.90625,0.90625,,,,,,,,,
1895,137219520,121280,0.009280056220151267,0.953125,0.953125,,,,,,,,,
1896,137283584,121344,0.00868397168034301,0.875,0.875,,,,,,,,,
1897,137324608,121408,0.011617926807761598,0.890625,0.890625,0.007141775171420628,0.96875,0.96875,,,,,,
1898,137403520,121472,0.007602616426961266,0.84375,0.84375,,,,,,,,,
1899,137487552,121536,0.007254744677030196,0.90625,0.90625,,,,,,,,,
1900,137532160,121600,0.011516809063272794,0.953125,0.953125,,,,,,,,,
1901,137611072,121664,0.008266933329511405,0.921875,0.921875,,,,,,,,,
1902,137693568,121728,0.006822365754758452,0.859375,0.859375,,,,,,,,,
1903,137750464,121792,0.010947302959013633,0.828125,0.828125,,,,,,,,,
1904,137827840,121856,0.008701014771097696,0.859375,0.859375,,,,,,,,,
1905,137896512,121920,0.009293071929678643,0.90625,0.90625,0.01011440460723686,0.96875,0.96875,,,,,,
1906,137960064,121984,0.009850163832065105,0.859375,0.859375,,,,,,,,,
1907,138042560,122048,0.0071231003626230594,0.859375,0.859375,,,,,,,,,
1908,138111744,122112,0.008445196968360323,0.796875,0.796875,,,,,,,,,
1909,138180928,122176,0.009186929300556965,0.8125,0.8125,,,,,,,,,
1910,138258304,122240,0.008372895314439046,0.875,0.875,,,,,,,,,
1911,138326976,122304,0.008770836993054322,0.90625,0.90625,,,,,,,,,
1912,138386944,122368,0.010329255413407575,0.875,0.875,,,,,,,,,
