iter	Passed	Remaining
1547	4463	1303
1548	4466	1300
1549	4469	1297
1550	4471	1294
1551	4474	1291
1552	4477	1288
1553	4479	1285
1554	4482	1282
1555	4485	1279
1556	4487	1276
1557	4490	1273
1558	4493	1271
1559	4496	1268
1560	4499	1265
1561	4502	1262
1562	4504	1259
1563	4507	1256
1564	4509	1253
1565	4512	1250
1566	4515	1247
1567	4518	1244
1568	4521	1241
1569	4523	1239
1570	4526	1236
1571	4529	1233
1572	4532	1230
1573	4534	1227
1574	4537	1224
1575	4540	1221
1576	4543	1218
1577	4545	1215
1578	4548	1212
1579	4551	1209
1580	4554	1206
1581	4556	1204
1582	4559	1201
1583	4561	1198
1584	4564	1195
1585	4567	1192
1586	4569	1189
1587	4572	1186
1588	4574	1183
1589	4577	1180
1590	4580	1177
1591	4583	1174
1592	4585	1171
1593	4588	1168
1594	4591	1165
1595	4593	1162
1596	4596	1159
1597	4599	1156
1598	4601	1154
1599	4604	1151
1600	4607	1148
1601	4610	1145
1602	4612	1142
1603	4615	1139
1604	4618	1136
1605	4621	1133
1606	4623	1130
1607	4626	1127
1608	4629	1125
1609	4632	1122
1610	4634	1119
1611	4637	1116
1612	4640	1113
1613	4643	1110
1614	4645	1107
1615	4648	1104
1616	4651	1101
1617	4654	1098
1618	4657	1095
1619	4660	1093
1620	4662	1090
1621	4665	1087
1622	4668	1084
1623	4671	1081
1624	4673	1078
1625	4676	1075
1626	4679	1072
1627	4682	1069
1628	4684	1066
1629	4687	1064
1630	4690	1061
1631	4693	1058
1632	4696	1055
1633	4699	1052
1634	4701	1049
1635	4704	1046
1636	4706	1043
1637	4709	1040
1638	4712	1037
1639	4715	1035
1640	4718	1032
1641	4721	1029
1642	4723	1026
1643	4726	1023
1644	4729	1020
1645	4731	1017
1646	4734	1014
1647	4737	1011
1648	4739	1008
1649	4742	1005
1650	4745	1003
1651	4748	1000
1652	4750	997
1653	4753	994
1654	4756	991
1655	4759	988
1656	4761	985
1657	4764	982
1658	4766	979
1659	4769	976
1660	4772	974
1661	4775	971
1662	4777	968
1663	4780	965
1664	4783	962
1665	4785	959
1666	4788	956
1667	4791	953
1668	4794	950
1669	4797	947
1670	4799	945
1671	4802	942
1672	4805	939
1673	4807	936
1674	4810	933
1675	4813	930
1676	4816	927
1677	4818	924
1678	4821	921
1679	4823	918
1680	4826	915
1681	4829	913
1682	4832	910
1683	4834	907
1684	4837	904
1685	4840	901
1686	4843	898
1687	4846	895
1688	4848	892
1689	4851	889
1690	4854	887
1691	4857	884
1692	4859	881
1693	4862	878
1694	4864	875
1695	4867	872
1696	4870	869
1697	4872	866
1698	4875	863
1699	4878	860
1700	4880	857
1701	4883	855
1702	4886	852
1703	4888	849
