iter	Passed	Remaining
1704	4891	846
1705	4894	843
1706	4897	840
1707	4899	837
1708	4902	834
1709	4904	831
1710	4907	828
1711	4910	826
1712	4913	823
1713	4915	820
1714	4918	817
1715	4921	814
1716	4923	811
1717	4926	808
1718	4929	805
1719	4932	802
1720	4934	799
1721	4937	797
1722	4940	794
1723	4943	791
1724	4945	788
1725	4948	785
1726	4951	782
1727	4954	779
1728	4959	777
1729	4961	774
1730	4964	771
1731	4967	768
1732	4969	765
1733	4972	762
1734	4975	759
1735	4978	757
1736	4980	754
1737	4983	751
1738	4986	748
1739	4989	745
1740	4992	742
1741	4994	739
1742	4997	736
1743	4999	733
1744	5002	731
1745	5005	728
1746	5007	725
1747	5010	722
1748	5013	719
1749	5016	716
1750	5018	713
1751	5021	710
1752	5024	707
1753	5027	705
1754	5030	702
1755	5032	699
1756	5035	696
1757	5038	693
1758	5041	690
1759	5044	687
1760	5047	684
1761	5050	682
1762	5052	679
1763	5055	676
1764	5058	673
1765	5060	670
1766	5063	667
1767	5066	664
1768	5068	661
1769	5071	658
1770	5074	656
1771	5076	653
1772	5079	650
1773	5082	647
1774	5085	644
1775	5088	641
1776	5091	638
1777	5093	636
1778	5096	633
1779	5099	630
1780	5102	627
1781	5104	624
1782	5107	621
1783	5110	618
1784	5113	615
1785	5116	613
1786	5118	610
1787	5121	607
1788	5124	604
1789	5127	601
1790	5130	598
1791	5132	595
1792	5135	592
1793	5138	590
1794	5141	587
1795	5143	584
1796	5146	581
1797	5149	578
1798	5152	575
1799	5154	572
1800	5157	569
1801	5160	566
1802	5162	564
1803	5165	561
1804	5168	558
1805	5171	555
1806	5173	552
1807	5176	549
1808	5179	546
1809	5181	543
1810	5184	541
1811	5187	538
1812	5189	535
1813	5192	532
1814	5195	529
1815	5198	526
1816	5201	523
1817	5204	520
1818	5206	518
1819	5209	515
1820	5212	512
1821	5215	509
1822	5217	506
1823	5220	503
1824	5223	500
1825	5226	498
1826	5229	495
1827	5231	492
1828	5234	489
1829	5237	486
1830	5240	483
1831	5243	480
1832	5246	477
1833	5249	475
1834	5251	472
1835	5254	469
1836	5257	466
1837	5260	463
1838	5263	460
1839	5265	457
1840	5268	455
1841	5271	452
1842	5273	449
1843	5276	446
1844	5279	443
1845	5282	440
1846	5284	437
1847	5287	434
1848	5290	432
1849	5293	429
1850	5295	426
1851	5298	423
1852	5301	420
1853	5304	417
1854	5307	414
1855	5309	411
1856	5312	409
1857	5315	406
1858	5317	403
1859	5320	400
1860	5323	397
1861	5325	394
1862	5328	391
1863	5331	388
1864	5333	386
1865	5336	383
1866	5339	380
1867	5341	377
1868	5344	374
1869	5347	371
1870	5350	368
1871	5352	365
1872	5355	363
1873	5358	360
1874	5360	357
1875	5363	354
1876	5366	351
1877	5369	348
1878	5371	345
1879	5374	343
1880	5377	340
1881	5379	337
1882	5382	334
1883	5385	331
1884	5388	328
1885	5390	325
1886	5393	322
1887	5396	320
1888	5399	317
1889	5401	314
1890	5404	311
1891	5407	308
1892	5410	305
1893	5412	302
1894	5415	300
1895	5418	297
1896	5421	294
1897	5424	291
1898	5426	288
1899	5429	285
1900	5432	282
1901	5435	280
1902	5437	277
1903	5440	274
1904	5443	271
1905	5446	268
1906	5449	265
1907	5452	262
1908	5455	260
1909	5458	257
1910	5460	254
1911	5463	251
1912	5466	248
1913	5469	245
1914	5472	242
1915	5474	240
1916	5477	237
1917	5480	234
1918	5483	231
1919	5485	228
1920	5489	225
1921	5491	222
1922	5494	220
1923	5497	217
1924	5499	214
1925	5502	211
1926	5505	208
1927	5508	205
1928	5510	202
1929	5513	199
1930	5516	197
1931	5518	194
1932	5521	191
1933	5524	188
1934	5527	185
1935	5529	182
1936	5532	179
1937	5534	177
1938	5537	174
1939	5540	171
1940	5543	168
1941	5545	165
1942	5548	162
1943	5551	159
1944	5554	157
1945	5557	154
1946	5559	151
1947	5562	148
1948	5565	145
1949	5567	142
1950	5570	139
1951	5573	137
1952	5576	134
1953	5579	131
1954	5582	128
1955	5584	125
1956	5587	122
1957	5590	119
1958	5592	117
1959	5595	114
1960	5598	111
1961	5600	108
1962	5603	105
1963	5606	102
1964	5608	99
1965	5611	97
1966	5614	94
1967	5616	91
1968	5619	88
1969	5622	85
1970	5625	82
1971	5627	79
1972	5630	77
1973	5633	74
1974	5635	71
1975	5638	68
1976	5641	65
1977	5643	62
1978	5646	59
1979	5649	57
1980	5652	54
1981	5654	51
1982	5657	48
1983	5660	45
1984	5663	42
1985	5665	39
1986	5668	37
1987	5671	34
1988	5674	31
1989	5676	28
1990	5679	25
1991	5682	22
1992	5684	19
1993	5687	17
1994	5690	14
1995	5692	11
1996	5695	8
1997	5698	5
1998	5700	2
1999	5704	0
