iter	Passed	Remaining
1689	5911	1084
1690	5915	1080
1691	5918	1077
1692	5922	1073
1693	5925	1070
1694	5928	1066
1695	5932	1063
1696	5935	1059
1697	5939	1056
1698	5942	1052
1699	5946	1049
1700	5950	1045
1701	5953	1042
1702	5956	1038
1703	5960	1035
1704	5963	1031
1705	5967	1028
1706	5970	1024
1707	5974	1021
1708	5977	1017
1709	5980	1014
1710	5984	1010
1711	5987	1007
1712	5991	1003
1713	5994	1000
1714	5998	996
1715	6001	993
1716	6005	989
1717	6008	986
1718	6012	982
1719	6015	979
1720	6019	975
1721	6022	972
1722	6026	968
1723	6029	965
1724	6033	961
1725	6037	958
1726	6040	954
1727	6043	951
1728	6047	947
1729	6050	944
1730	6054	940
1731	6058	937
1732	6061	933
1733	6065	930
1734	6069	927
1735	6073	923
1736	6076	920
1737	6079	916
1738	6083	913
1739	6086	909
1740	6090	906
1741	6093	902
1742	6097	899
1743	6101	895
1744	6105	892
1745	6108	888
1746	6112	885
1747	6115	881
1748	6119	878
1749	6122	874
1750	6126	871
1751	6129	867
1752	6133	864
1753	6137	860
1754	6140	857
1755	6144	853
1756	6147	850
1757	6151	846
1758	6154	843
1759	6158	839
1760	6162	836
1761	6165	832
1762	6169	829
1763	6172	825
1764	6176	822
1765	6180	818
1766	6183	815
1767	6187	811
1768	6190	808
1769	6193	804
1770	6197	801
1771	6200	797
1772	6204	794
1773	6207	790
1774	6211	787
1775	6215	783
1776	6218	780
1777	6222	776
1778	6225	773
1779	6228	769
1780	6232	766
1781	6236	762
1782	6240	759
1783	6243	755
1784	6247	752
1785	6250	748
1786	6254	745
1787	6257	741
1788	6261	738
1789	6265	735
1790	6268	731
1791	6272	728
1792	6275	724
1793	6278	720
1794	6282	717
1795	6286	714
1796	6289	710
1797	6293	707
1798	6297	703
1799	6301	700
1800	6304	696
1801	6308	693
1802	6312	689
1803	6315	686
1804	6319	682
1805	6322	679
1806	6325	675
1807	6329	672
1808	6332	668
1809	6336	665
1810	6340	661
1811	6343	658
1812	6347	654
1813	6351	651
1814	6354	647
1815	6358	644
1816	6362	640
1817	6365	637
1818	6368	633
1819	6371	630
1820	6375	626
1821	6379	623
1822	6388	620
1823	6392	616
1824	6396	613
1825	6400	609
1826	6403	606
1827	6407	602
1828	6411	599
1829	6414	595
1830	6418	592
1831	6421	588
1832	6425	585
1833	6429	581
1834	6432	578
1835	6436	574
1836	6439	571
1837	6443	567
1838	6447	564
1839	6450	560
1840	6454	557
1841	6457	553
1842	6461	550
1843	6465	546
1844	6468	543
1845	6472	539
1846	6475	536
1847	6479	532
1848	6482	529
1849	6486	525
1850	6489	522
1851	6493	518
1852	6496	515
1853	6500	511
1854	6504	508
1855	6508	504
1856	6511	501
1857	6515	497
1858	6518	494
1859	6522	490
1860	6525	487
1861	6529	483
1862	6533	480
1863	6536	476
1864	6540	473
1865	6543	469
1866	6547	466
1867	6550	462
1868	6554	459
1869	6557	455
1870	6560	452
1871	6564	448
1872	6567	445
1873	6571	441
1874	6575	438
1875	6579	434
1876	6582	431
1877	6586	427
1878	6591	424
1879	6594	420
1880	6597	417
1881	6601	413
1882	6605	410
1883	6608	406
1884	6612	403
1885	6615	399
1886	6619	396
1887	6622	392
1888	6626	389
1889	6629	385
1890	6633	382
1891	6636	378
1892	6640	375
1893	6643	371
1894	6647	368
1895	6650	364
1896	6654	361
1897	6657	357
1898	6661	354
1899	6664	350
1900	6667	347
1901	6671	343
1902	6675	340
1903	6681	336
1904	6685	333
1905	6688	329
1906	6692	326
1907	6696	322
1908	6699	319
1909	6703	315
1910	6707	312
1911	6711	308
1912	6714	305
1913	6718	301
1914	6721	298
1915	6725	294
1916	6728	291
1917	6732	287
1918	6735	284
1919	6739	280
1920	6742	277
1921	6746	273
1922	6749	270
1923	6753	266
1924	6757	263
1925	6760	259
1926	6763	256
1927	6767	252
1928	6771	249
1929	6775	245
1930	6778	242
1931	6782	238
1932	6786	235
1933	6789	231
1934	6793	228
1935	6796	224
1936	6800	221
1937	6804	217
1938	6807	214
1939	6811	210
1940	6815	207
1941	6818	203
1942	6822	200
1943	6825	196
1944	6829	193
1945	6832	189
1946	6836	186
1947	6839	182
1948	6843	179
1949	6846	175
1950	6849	172
1951	6853	168
1952	6856	165
1953	6860	161
1954	6863	157
1955	6867	154
1956	6871	150
1957	6875	147
1958	6878	143
1959	6882	140
1960	6885	136
1961	6889	133
1962	6892	129
1963	6896	126
1964	6900	122
1965	6903	119
1966	6907	115
1967	6911	112
1968	6915	108
1969	6918	105
1970	6924	101
1971	6928	98
1972	6932	94
1973	6935	91
1974	6939	87
1975	6942	84
1976	6945	80
1977	6949	77
1978	6953	73
1979	6956	70
1980	6960	66
1981	6963	63
1982	6967	59
1983	6970	56
1984	6974	52
1985	6977	49
1986	6981	45
1987	6984	42
1988	6988	38
1989	6991	35
1990	6995	31
1991	6998	28
1992	7002	24
1993	7005	21
1994	7009	17
1995	7013	14
1996	7016	10
1997	7020	7
1998	7023	3
1999	7027	0
