iter	RMSE
653	0.3467755467
654	0.3466551411
655	0.3465943616
656	0.3465229153
657	0.3463965461
658	0.3463161663
659	0.3461934858
660	0.3460954202
661	0.3459864973
662	0.3458940274
663	0.3458093988
664	0.3457207957
665	0.3456200847
666	0.3454982658
667	0.345391171
668	0.3452774717
669	0.3451573488
670	0.3450613964
671	0.3449549214
672	0.3448292772
673	0.3446767774
674	0.3445657399
675	0.3444892141
676	0.3444166865
677	0.3442871952
678	0.3441641181
679	0.3441067583
680	0.3439964184
681	0.3438754096
682	0.3437628821
683	0.343655607
684	0.3435929876
685	0.3435015112
686	0.343395003
687	0.3432982498
688	0.3431774104
689	0.3430430822
690	0.3429377847
691	0.342808044
692	0.3427167661
693	0.3426029101
694	0.3424935926
695	0.3424069092
696	0.3422962354
697	0.3421613532
698	0.3420380139
699	0.3419470761
700	0.3418687893
701	0.3418005712
702	0.3416789762
703	0.3415586334
704	0.341438649
705	0.3413299829
706	0.3411554488
707	0.3410493735
708	0.3409176808
709	0.3408116176
710	0.3407005287
711	0.3406016709
712	0.3405230177
713	0.3404616078
714	0.3403700556
715	0.3403158344
716	0.3402306562
717	0.3401835352
718	0.3400881308
719	0.340011511
720	0.339951287
721	0.3398219679
722	0.3397132312
723	0.3396246837
724	0.3395189531
725	0.3394321465
726	0.3393298089
727	0.3392643255
728	0.3392019476
729	0.3391139997
730	0.3389720677
731	0.3388870303
732	0.3387746138
733	0.338660635
734	0.3385830554
735	0.3384910742
736	0.3384013631
737	0.3382960793
738	0.3381884614
739	0.3381018443
740	0.3380508053
741	0.3379707145
742	0.3378810605
743	0.3377990477
744	0.3377101968
745	0.3375570075
746	0.3374936703
747	0.3374251245
748	0.3372494045
749	0.3371379248
750	0.337012583
751	0.3368892081
752	0.3368006398
753	0.3366931969
754	0.3365710516
755	0.3364838005
756	0.3363648588
757	0.3362882705
758	0.3361750777
759	0.3360801077
760	0.3359811015
761	0.3359040789
762	0.3357751157
763	0.3356744685
764	0.3356024708
765	0.335524402
766	0.3354458057
767	0.3353701117
768	0.3352738698
769	0.3352242236
770	0.3351421236
771	0.3350305111
772	0.3349204939
773	0.334807346
774	0.3347097795
775	0.3346481045
776	0.3345324441
777	0.3343759903
778	0.3343087436
779	0.3342094708
780	0.3341225927
781	0.3340179199
782	0.3339476845
783	0.3338752515
784	0.3337885079
785	0.3336998548
786	0.3335580127
787	0.3334620807
788	0.3333964032
789	0.3333165207
790	0.3332217767
791	0.3331496495
792	0.3330779327
793	0.3330135826
794	0.3329256774
795	0.3328215821
796	0.3327427375
797	0.3326298849
798	0.3325289895
799	0.3324397673
800	0.332359394
801	0.3322725886
802	0.332200043
803	0.3321165526
804	0.3320681782
805	0.3319864767
806	0.3319127213
807	0.3318334557
808	0.3317532609
809	0.3316848403
810	0.3316230726
811	0.3315465166
812	0.3314543343
813	0.3313707989
814	0.3312802754
815	0.33119728
816	0.3310765704
817	0.3309861295
818	0.330869761
819	0.3307848754
820	0.3307285746
821	0.3305763434
822	0.3304875105
823	0.3303800369
824	0.3303243319
825	0.3302253685
826	0.3301310455
827	0.3300579488
828	0.3299415073
829	0.329855498
830	0.3297624963
831	0.3296895068
832	0.3295578499
833	0.3294920543
834	0.329438026
835	0.3293586849
836	0.3292647988
837	0.329184624
838	0.3291055268
839	0.3289827346
840	0.3289033702
841	0.3288254775
842	0.328705311
843	0.3286313039
844	0.328501362
845	0.3284591243
846	0.3283827548
847	0.3283103046
848	0.3281951018
849	0.3281418792
850	0.3280649292
851	0.3279986714
852	0.327930493
853	0.3278179594
854	0.3277288312
855	0.3276456255
856	0.3275443328
857	0.3274582073
858	0.3274027147
859	0.3273041095
860	0.3272316998
861	0.327152665
862	0.3270787746
863	0.3270134057
864	0.3269476326
865	0.3268224865
866	0.3267222697
867	0.326683377
868	0.326596761
869	0.32650566
870	0.326455814
871	0.3264003592
872	0.3263455543
873	0.3262709293
874	0.3261835835
875	0.3260953389
876	0.326004904
877	0.3259180045
878	0.3258835969
879	0.3257899526
880	0.3257360513
881	0.3256782954
882	0.325612032
883	0.3255264226
884	0.3254491905
885	0.3254083594
886	0.3253418672
887	0.3252703293
888	0.3251961646
889	0.3251412409
890	0.3250267799
891	0.3249660259
892	0.324838688
893	0.3247878399
894	0.3247261877
895	0.324644742
896	0.3245884434
897	0.3245444134
898	0.3244645808
899	0.3243900507
900	0.3242877035
901	0.3242215383
902	0.324140729
903	0.3240841272
904	0.3239936284
905	0.3239244759
906	0.323829248
907	0.3237550096
908	0.3236879462
909	0.3235985683
910	0.3235221239
911	0.3234714908
912	0.3234105253
913	0.3233358281
914	0.3232437609
915	0.323154311
916	0.3230964838
917	0.3230341897
918	0.3229555426
919	0.322862886
920	0.3227594226
921	0.3226626066
922	0.3225943393
923	0.3224656912
924	0.3224229868
925	0.3223673653
926	0.322300533
927	0.3222362638
928	0.3221381806
929	0.3220720162
930	0.3219721729
931	0.3219053928
932	0.3218149241
933	0.3217699203
934	0.3216907591
935	0.3216087026
936	0.32154529
937	0.3214639789
938	0.321373893
939	0.3213020247
940	0.3212306487
941	0.3211520727
942	0.3210782868
943	0.3210163576
944	0.3208992174
945	0.3208441405
946	0.3207519424
947	0.320715069
948	0.3206313672
949	0.3205662483
950	0.320495205
951	0.320418143
952	0.3203452556
953	0.3202942228
954	0.3202481465
955	0.3202088951
956	0.3201060145
957	0.3200525103
958	0.3199622746
959	0.3199071686
960	0.3198068232
961	0.3197238908
962	0.3196668099
963	0.3196053348
964	0.3195700975
965	0.3195074314
966	0.3194505264
967	0.3194130432
968	0.3193325478
969	0.319264985
970	0.3191587081
971	0.3191011124
972	0.3190384514
973	0.3189801804
974	0.3189066491
975	0.3188596265
976	0.3187782465
977	0.318690237
978	0.3186243291
979	0.3185221497
980	0.3184874226
981	0.3184397125
982	0.31838672
983	0.3182347748
984	0.3181651379
985	0.3181133354
986	0.31805199
987	0.3179904847
988	0.3179292154
989	0.3178660998
990	0.3177683905
991	0.3176856808
992	0.3175855895
993	0.3175059873
994	0.3174135011
995	0.3173381011
996	0.3172735465
997	0.3172085202
998	0.3171473228
999	0.3170775534
1000	0.3169640757
1001	0.3168895436
1002	0.3168112081
1003	0.3167632689
1004	0.3166942984
1005	0.3166138158
1006	0.3165605262
1007	0.3165116471
1008	0.3164551203
1009	0.3163713611
1010	0.3163175719
1011	0.3162361804
1012	0.3161603067
1013	0.3160405948
1014	0.3159782689
1015	0.31591992
1016	0.3158911748
1017	0.3157831245
1018	0.3156986921
1019	0.3156577064
1020	0.3155897223
1021	0.3155390155
1022	0.3154833964
1023	0.3154024972
1024	0.3153208238
1025	0.3152274354
1026	0.3151759829
1027	0.3151277704
1028	0.315073262
1029	0.3149750633
1030	0.3149029412
1031	0.3148446396
1032	0.3147950231
1033	0.3147496217
1034	0.3146705504
1035	0.3145795838
1036	0.3145492161
1037	0.3144590721
1038	0.3143942902
1039	0.3143054941
1040	0.3142571209
1041	0.3141951601
1042	0.3141118367
1043	0.3140584224
1044	0.3139765132
1045	0.3138989481
1046	0.3137940361
1047	0.3137487095
1048	0.3136973577
1049	0.31363197
1050	0.3135320822
1051	0.3134801121
1052	0.3134001323
1053	0.3133313305
1054	0.3132708058
1055	0.3132127082
1056	0.3131003374
1057	0.3130433246
1058	0.3129606029
1059	0.3128630095
1060	0.312758715
1061	0.3127103789
1062	0.3126525759
1063	0.3125948768
1064	0.3125540727
1065	0.3125140698
1066	0.3124540899
1067	0.3123596966
1068	0.3123035538
1069	0.3122655843
1070	0.3121823806
1071	0.3121215624
1072	0.3120734223
1073	0.312008635
1074	0.3119500523
1075	0.3119008327
1076	0.3118244592
1077	0.3117938991
1078	0.3117394157
1079	0.3116615753
1080	0.3115903491
1081	0.3115107128
1082	0.3114629428
1083	0.3113978651
1084	0.3113563979
1085	0.3112871115
1086	0.3112133687
1087	0.3111718367
1088	0.3111280954
1089	0.3110403775
1090	0.3110008332
1091	0.31092569
1092	0.3108369613
1093	0.310765801
1094	0.3106755328
1095	0.3105682346
1096	0.3104968329
1097	0.3104257442
1098	0.3103500746
1099	0.3102871675
1100	0.3102206591
1101	0.3101558772
1102	0.3101226974
1103	0.310078776
1104	0.310037574
1105	0.309980665
1106	0.3099239621
1107	0.309839362
1108	0.3098023942
1109	0.3097544249
1110	0.3097028687
1111	0.3096166657
1112	0.3095127592
1113	0.3094457801
1114	0.3093986105
1115	0.3093692931
1116	0.309308899
1117	0.3092454073
1118	0.3092058918
1119	0.309153592
1120	0.3091029399
1121	0.3090463443
1122	0.3089771099
1123	0.3089282113
1124	0.3088526141
1125	0.308792078
1126	0.3087285474
1127	0.3086702572
1128	0.3085704043
1129	0.3084896702
1130	0.3084164071
1131	0.308366915
1132	0.3083276667
1133	0.3082677354
1134	0.3082139348
1135	0.308154332
1136	0.3081147429
1137	0.3080509193
1138	0.3080230229
1139	0.3079657714
1140	0.3079332454
1141	0.3078683929
1142	0.3077851959
1143	0.3076753638
1144	0.3076118836
1145	0.3075664245
1146	0.3075415109
1147	0.3074821824
1148	0.3074454184
1149	0.3073777207
1150	0.3072969513
1151	0.3072407362
1152	0.3071820634
1153	0.3071255367
1154	0.3070075756
1155	0.3069096866
1156	0.3068648812
1157	0.306787042
1158	0.30675224
1159	0.3066834683
1160	0.3066489892
1161	0.3065788118
1162	0.3065045095
1163	0.3064561055
1164	0.3063805154
1165	0.3063070834
1166	0.306229492
1167	0.3061510401
1168	0.306096998
1169	0.3060574516
1170	0.3060080381
1171	0.3059548053
1172	0.3059257613
1173	0.3058532723
1174	0.3057889919
1175	0.3057144449
1176	0.3056491991
1177	0.3055780598
1178	0.3055096394
1179	0.3054629181
1180	0.305408736
1181	0.3053055764
1182	0.3052404123
1183	0.3051822485
1184	0.3051280927
1185	0.3050654196
1186	0.3050222111
1187	0.3049372446
1188	0.3048934293
1189	0.3048322984
1190	0.3047642069
1191	0.3047020204
1192	0.3046384087
1193	0.3046051746
1194	0.3045405057
1195	0.3044974746
1196	0.3043999096
1197	0.3043422471
1198	0.3042889224
1199	0.3042676377
1200	0.3042077039
1201	0.3041449472
1202	0.3040875023
1203	0.304041604
1204	0.3040155221
1205	0.3039205253
1206	0.3038454137
1207	0.3037953178
1208	0.3037186475
1209	0.3036677206
1210	0.3036107281
1211	0.3035359395
1212	0.3034797387
1213	0.3034454683
1214	0.3034167226
1215	0.3033757093
1216	0.3033441288
1217	0.3032881811
1218	0.3032400566
1219	0.3031795936
1220	0.3031248533
1221	0.3030643478
1222	0.3029942353
1223	0.3029460817
1224	0.3028878692
1225	0.3028478123
1226	0.3027808549
1227	0.3027234739
1228	0.3026899687
1229	0.3026444436
1230	0.3025541987
1231	0.3024980929
1232	0.3024365244
1233	0.3023906535
1234	0.3023085592
1235	0.3022535938
1236	0.3021984658
1237	0.3021736833
1238	0.3020825388
1239	0.3020310752
1240	0.3019171757
1241	0.3018662388
1242	0.3018055297
1243	0.3017503246
1244	0.30169861
1245	0.3016549661
1246	0.3016047603
1247	0.3015369966
1248	0.301476291
1249	0.3014301611
1250	0.3013654003
1251	0.3012730737
1252	0.3012232693
1253	0.3012016298
1254	0.3011516033
1255	0.3010852549
1256	0.3010451423
1257	0.3009820471
1258	0.3009442831
1259	0.3009152191
1260	0.3008638885
1261	0.3008197822
1262	0.3007553924
1263	0.3006866707
1264	0.300624776
1265	0.3005646908
1266	0.3005300975
1267	0.3004621347
1268	0.3004078368
1269	0.3003450315
1270	0.3002441995
1271	0.3001664317
1272	0.3000806125
1273	0.3000514426
1274	0.3000069866
1275	0.2999533329
1276	0.2998772528
1277	0.2998353213
1278	0.2997577345
1279	0.2997060153
1280	0.2996423661
1281	0.2995967315
1282	0.2995459704
1283	0.2994895164
1284	0.2994629652
1285	0.2994003369
1286	0.2993226281
1287	0.299246331
1288	0.2991534539
1289	0.2991199963
1290	0.2990245061
1291	0.2989843265
1292	0.2989336892
1293	0.2988829251
1294	0.2988301304
1295	0.2987809839
1296	0.2987315276
1297	0.2986844629
1298	0.2986185977
1299	0.2985293789
1300	0.2984724476
1301	0.2984328295
1302	0.2983959179
1303	0.298335861
1304	0.2983105424
1305	0.2982629555
1306	0.2982097672
1307	0.2981576184
1308	0.2981114507
1309	0.2980536415
1310	0.2980017215
1311	0.2979382496
1312	0.2978496419
1313	0.2977913267
1314	0.2977463218
1315	0.2976917219
1316	0.2976493575
1317	0.2976141625
1318	0.2975679948
1319	0.2974722872
1320	0.2974304787
1321	0.2973868119
1322	0.29729329
1323	0.2972535891
1324	0.2972245281
1325	0.2971573199
1326	0.2971038482
1327	0.2970575952
1328	0.2970188837
1329	0.2969951204
1330	0.2969528298
1331	0.2968912169
1332	0.2968543808
1333	0.2967932449
1334	0.2967701612
1335	0.2967242191
1336	0.2966973038
1337	0.2966385113
1338	0.296565023
1339	0.2965194606
1340	0.2964656146
1341	0.2963980063
1342	0.2963654824
1343	0.2962985789
1344	0.2962289261
1345	0.2961602281
1346	0.2960999572
1347	0.2960519337
1348	0.296016173
1349	0.2959439794
1350	0.2958820738
1351	0.2958477716
1352	0.2957953485
1353	0.2957268672
1354	0.2956617543
1355	0.2955976326
1356	0.2955570652
1357	0.2955092515
1358	0.295445108
1359	0.2953688384
1360	0.2953253482
1361	0.2952901077
1362	0.2952141842
1363	0.2951536318
1364	0.295113416
1365	0.2950585931
1366	0.2950180717
1367	0.2949523473
1368	0.2949019162
1369	0.2947859556
1370	0.2947475781
1371	0.2947020633
1372	0.2946498787
1373	0.2945671658
1374	0.2945094127
1375	0.2944109339
1376	0.2943812864
1377	0.2942912487
1378	0.2942235368
1379	0.2941827587
1380	0.2941342148
1381	0.2940665106
1382	0.2940309999
1383	0.2939713431
1384	0.2938896783
1385	0.2938593202
1386	0.2938020313
1387	0.2937143731
1388	0.2936343543
1389	0.2935898671
1390	0.2935129186
1391	0.2934547783
1392	0.293372324
1393	0.2933147654
1394	0.2932613426
1395	0.2932056241
1396	0.2931508043
1397	0.2931170491
1398	0.2930384028
1399	0.2930135498
1400	0.292953763
1401	0.2929057455
1402	0.292881973
1403	0.2928276482
1404	0.2927747668
1405	0.2927434524
1406	0.292692018
1407	0.2926251691
1408	0.2925189492
1409	0.2924294941
1410	0.2923789861
1411	0.2923503187
1412	0.2922867058
1413	0.2922202108
1414	0.2921980146
1415	0.2921216181
1416	0.2920710229
1417	0.292026493
1418	0.291979109
1419	0.2919423681
1420	0.2918859505
1421	0.2918113521
1422	0.2917533679
1423	0.2917155848
1424	0.2916810019
1425	0.2916526607
1426	0.291630777
1427	0.29158589
1428	0.2915590634
1429	0.2914993984
1430	0.291457222
1431	0.2914116013
1432	0.2913751066
1433	0.2913166688
1434	0.29126807
1435	0.2912241898
1436	0.2911913159
1437	0.2911423917
1438	0.2911109866
1439	0.2910689812
1440	0.2910421969
1441	0.2909975064
1442	0.2909398933
1443	0.2909020777
1444	0.2908233813
1445	0.2907834064
1446	0.2906880179
1447	0.2906293215
1448	0.2906012866
1449	0.2905498131
1450	0.2904899163
1451	0.2904508361
1452	0.2903922394
1453	0.290342157
1454	0.2903154956
1455	0.2902760804
1456	0.2902042008
1457	0.2901686679
1458	0.2900967161
1459	0.2900370301
1460	0.2899841644
1461	0.2899186684
1462	0.289875017
1463	0.289826756
1464	0.2897438722
1465	0.2896646068
1466	0.2895981911
1467	0.2895680704
1468	0.2895261504
1469	0.2894950565
1470	0.2894158859
1471	0.2893531939
1472	0.2892915374
1473	0.2892150675
1474	0.289150787
1475	0.2891270214
1476	0.2890745573
1477	0.289034032
1478	0.2889712645
1479	0.2889093134
1480	0.2888717852
1481	0.2888184752
1482	0.288778562
1483	0.2887239307
1484	0.2886879629
1485	0.288621265
1486	0.2885876901
1487	0.2885373099
1488	0.2884854718
1489	0.2884181104
1490	0.2883442872
1491	0.2882827201
1492	0.2882284696
1493	0.28819887
1494	0.2881598005
1495	0.2880939229
1496	0.2880688723
1497	0.2880245743
1498	0.2879770151
1499	0.2879299431
1500	0.2879082569
1501	0.2878490127
1502	0.2877847869
1503	0.2877313442
1504	0.2876689101
1505	0.287615793
1506	0.2875808245
1507	0.2875416893
1508	0.2875066052
1509	0.2874697979
1510	0.2874337171
1511	0.2874142785
1512	0.2873658908
1513	0.2873088724
1514	0.2872830669
